,city,country,currency,dateSold,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zestimate,zipcode,zpid,bathrooms,bedrooms,unit,datePriceChanged,priceChange,priceReduction
10,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3eaa34c7047aa43f64269e36c0cc78fa-p_e.jpg,False,True,False,False,False,False,False,40.07271,{},1911.0,-83.050735,acres,0.27999999999999997,389000.0,389000.0,2700,False,OH,5575 Rockport Rd,277200.0,112552000,391200.0,43235,33923358,3.0,4.0,,,,
11,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3966c1d47a76fc8fdfb22e006dff0efe-p_e.jpg,False,True,False,False,False,False,False,40.05711,{},1830.0,-83.0646,acres,0.5700000000000001,382000.0,382000.0,2716,False,OH,1701 Marshlyn Ct,225000.0,112552000,375000.0,43220,33925446,2.0,3.0,,,,
12,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5aac100755a13e2608b5a87fd024ea5e-p_e.jpg,False,True,False,False,False,False,False,40.007584,{},1324.0,-82.944534,sqft,6098.4,198000.0,198000.0,1608,False,OH,2393 Edenburgh Dr S,56400.0,112552000,190000.0,43219,33930289,1.0,3.0,,,,
13,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9fc01a89645856088967b3731bf253f1-p_e.jpg,False,True,False,False,False,False,False,40.094677,{},1912.0,-82.942154,sqft,8712.0,325500.0,325500.0,2264,False,OH,5936 Lisa St,170600.0,112552000,318400.0,43231,33934673,3.0,3.0,,,,
14,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/9f32bacb13f2fc35d4767bcb984fe0a3-p_e.jpg,False,True,False,False,False,False,False,40.020416,{},836.0,-83.037994,sqft,871.2,167000.0,167000.0,1050,False,OH,991 Manor Ln UNIT C,68300.0,112552000,170700.0,43221,33940114,1.0,1.0,Unit C,,,
15,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/d14db967b1f6b25081b63d5909184c6b-p_e.jpg,False,True,False,False,False,False,False,39.996346,{},1340.0,-83.04692,sqft,435.6,235000.0,235000.0,1594,False,OH,1870 Northwest Blvd #10D,170000.0,112552000,225000.0,43212,33941735,1.0,2.0,# 10D,,,
16,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b9210dd7ab1a6ade94dc32cca56b1754-p_e.jpg,False,True,False,False,False,False,False,40.123356,{},2654.0,-83.040016,acres,0.32,605000.0,605000.0,3503,False,OH,835 Colony Way,315800.0,112552000,602700.0,43235,34060815,3.0,4.0,,,,
17,Canal Winchester,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/844ce15f3570689e6ade4326b8c9aad2-p_e.jpg,False,True,False,False,False,False,False,39.872883,{},1536.0,-82.82538,sqft,6098.4,310000.0,310000.0,1949,False,OH,6733 Laburnum Dr,182200.0,112552000,308100.0,43110,34071243,3.0,3.0,,,,
18,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b0f02e0927de2ea49c1de445f80acf56-p_e.jpg,False,True,False,False,False,False,False,40.02476,{},2954.0,-83.10184,acres,0.27,555000.0,555000.0,3063,False,OH,3471 Greenbank Ct,316700.0,112552000,529200.0,43221,34080862,3.0,4.0,,,,
19,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8f8db6601813b3971e7479bb18c6e681-p_e.jpg,False,True,False,False,False,False,False,39.918724,{},1875.0,-83.03962,sqft,9147.6,220000.0,220000.0,2100,False,OH,1400 Marsdale Ave,84700.0,112552000,227100.0,43223,34095303,2.0,4.0,,,,
20,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2393dbac337eb7435a96976911221732-p_e.jpg,False,True,False,False,False,False,False,39.987373,{},2343.0,-83.10438,sqft,7405.2,465000.0,465000.0,2700,False,OH,1635 Demaret Ln,320100.0,112552000,449300.0,43228,34096305,3.0,3.0,,,,
21,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/34371d2850cd1c82e0ed8b59679ce69d-p_e.jpg,False,True,False,False,False,False,False,39.921246,{},1518.0,-83.11265,sqft,5662.8,325000.0,325000.0,1994,False,OH,4634 Parkwick Dr,147100.0,112552000,314200.0,43228,34100903,3.0,3.0,,,,
22,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/e43149a125034b4430a653c1f0f7598f-p_e.jpg,False,True,False,False,False,False,False,39.91349,{},1264.0,-83.116104,sqft,1742.4,232500.0,232500.0,1500,False,OH,4678 Cadmus Dr,108900.0,112552000,204000.0,43228,34101988,2.0,2.0,,,,
23,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/5118b2536c526738515c8526a78456c8-p_e.jpg,False,True,False,False,False,False,False,40.065018,{},1641.0,-83.083855,sqft,435.6,305000.0,305000.0,1990,False,OH,2451 Winona Dr,183200.0,112552000,296000.0,43235,34109148,4.0,3.0,,,,
24,Dublin,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/b1affbcb1e55a9103525ac4cce716167-p_e.jpg,False,True,False,False,False,False,False,40.069435,{},1731.0,-83.10013,,,380000.0,380000.0,2100,False,OH,3112 Dartford Trce,277100.0,112552000,408500.0,43017,34109897,2.0,2.0,,,,
25,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/492a341107feb36792bf79179dfc2e44-p_e.jpg,False,True,False,False,False,False,False,40.061035,{},1505.0,-82.87765,acres,0.27,385000.0,385000.0,2199,False,OH,5399 Thornburg Ct,223900.0,112552000,362000.0,43230,34115560,3.0,3.0,,,,
26,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/eef41d496b998f29df7a0363fb3c13f3-p_e.jpg,False,True,False,False,False,False,False,40.06514,{},1450.0,-82.91396,acres,0.33999999999999997,335000.0,335000.0,2199,False,OH,3968 Deer Knoll Dr,177300.0,112552000,369400.0,43230,34116159,2.0,3.0,,,,
27,Dublin,USA,USD,1710486000000,1,RECENTLY_SOLD,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/87330b8d24d8a543c63b11a490fb4bfc-p_e.jpg,False,True,False,False,False,False,False,40.12016,{'is_FSBA': True},1930.0,-83.07478,sqft,7405.2,391000.0,350000.0,2500,False,OH,2184 Sutter Pkwy,205100.0,112552000,345800.0,43016,34123675,2.0,3.0,,,,
28,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/b7a325f39df5888b71bead0b4e8401d0-p_e.jpg,False,True,False,False,False,False,False,40.062943,{},1024.0,-83.05146,sqft,435.6,195000.0,195000.0,1474,False,OH,5124 Dalmeny Ct,87400.0,112552000,180300.0,43220,71223533,2.0,2.0,,,,
29,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a9e8598a2cf00f3ca62a27be0df6448c-p_e.jpg,False,True,False,False,False,False,False,40.06259,{},2184.0,-82.85039,sqft,6098.4,375000.0,375000.0,2500,False,OH,4022 Trade Royal Crossing Dr,243700.0,112552000,343100.0,43230,71975399,3.0,4.0,,,,
30,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/b737aedfdf05536d8d2357758c8ff819-p_e.jpg,False,True,False,False,False,False,False,39.931213,{},896.0,-82.994415,sqft,435.6,210000.0,210000.0,1250,False,OH,47 E Markison Ave,125200.0,112552000,219100.0,43207,71975902,1.0,2.0,,,,
31,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/8f307daa3befb32b888a02da14293690-p_e.jpg,False,True,False,False,False,False,False,39.980488,{},837.0,-83.01858,sqft,1306.8,273000.0,273000.0,1550,False,OH,535 W 1st Ave,215500.0,112552000,258100.0,43215,87890214,1.0,1.0,,,,
32,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/90230460a821f414a0ec93ea88c4668a-p_e.jpg,False,True,False,False,False,False,False,39.93697,{},2409.0,-82.93156,sqft,1306.8,279900.0,279900.0,2368,False,OH,2380 Village At Bexley Dr,177100.0,112552000,282300.0,43209,87890405,3.0,3.0,,,,
33,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/5419e92d67c03e4d4ebbefcf2f8912b0-p_e.jpg,False,True,False,False,False,False,False,39.96622,{},2384.0,-83.01018,,,925000.0,925000.0,6050,False,OH,300 W Spring St UNIT 1901,764400.0,112552000,1052200.0,43215,87890529,2.0,3.0,Unit 1901,,,
34,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3d910b1957e4f8434016b47ea1ae28d4-p_e.jpg,False,True,False,False,False,False,False,39.979614,{},1197.0,-83.15857,sqft,4225.32,263000.0,263000.0,1920,False,OH,1398 Ithaca Dr,151300.0,112552000,266400.0,43228,102240450,2.0,3.0,,,,
35,New Albany,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,LOT,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.07225799560547,-82.83463287353516&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ACGq889zUEAEkFR-ZiSVaxTkBVw=",False,True,False,False,False,False,False,40.072258,{},,-82.83463,acres,0.3,375000.0,375000.0,2945,False,OH,6941 Clivdon Mews,236300.0,112552000,,43054,102341124,,,,1689318000000.0,-50000.0,
36,Galloway,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/709051247f54f32d9bdcfdb7267f9ad8-p_e.jpg,False,True,False,False,False,False,False,39.96036,{},1400.0,-83.15214,sqft,5662.8,324900.0,324900.0,1970,False,OH,455 Mogul Dr,188300.0,112552000,324800.0,43119,117677510,3.0,3.0,,,,
37,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/722d99b8174d9e029b5abf5c28308a27-p_e.jpg,False,True,False,False,False,False,False,39.981716,{},871.0,-83.01772,sqft,435.6,257500.0,257500.0,1550,False,OH,1026 Oregon Ave #1026,,112552000,261500.0,43201,2052924669,2.0,1.0,# 1026,,,
38,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,MANUFACTURED,https://photos.zillowstatic.com/fp/52f691f38561f5ca0eeecdbb1ff54d58-p_e.jpg,False,True,False,False,False,False,False,39.877827,{},1216.0,-82.99312,sqft,0.0,72000.0,72000.0,404,False,OH,348 Petersburg Rd,,112552000,70700.0,43207,2052967961,2.0,2.0,,,,
39,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,MANUFACTURED,https://photos.zillowstatic.com/fp/2b4c9b12efdb19be38fdb5258b03afd1-p_e.jpg,False,True,False,False,False,False,False,39.877823,{},1680.0,-82.993095,sqft,0.0,77300.0,77300.0,454,False,OH,4149 Kershaw Dr,,112552000,79000.0,43207,2052972150,2.0,3.0,,,,
40,Columbus,USA,USD,1710486000000,1,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/87d9e70483a030f365282841b1fedf0b-p_e.jpg,False,True,False,False,False,False,False,39.98805,{},2188.0,-83.01173,,,640000.0,640000.0,3562,False,OH,1296 Forsythe Ave,,112552000,623000.0,43201,2055465652,3.0,2.0,,,,
